ACTH : adrenocorticotrop
amenințare : cuiva
amenințat : periclitat
amenințat : primejduit
amenințător : sperios
ament : mâțișor
ament : mărțișor
ament : mugur
ament : salciei
amerindieni : indieni
amerindieni : piei-roșii
amerindieni : populația
amerizare : amerizaj
amerizare : hidroavionului
amerizare : decurs
amestec : combinație
amestec : melanj
amesteca : combina
amesteca : multe
amesteca : sfeti
amesteca : cărțile
amesteca : băga
amesteca : interveni
amesteca : nechemat
amesteca : discuție
amestecare : combinare
amestecare : multor
amestecat : diferit
amestecat : eterogen
amestecat : felurit
amestecat : împestrițat
amestecat : variat
amestecat : public
amestecătură : încâlcire
amețeală : vertij
amețeală : vârtej
amețeală : simțit
amețit : zăpăcit
amețit : îmbătat
amețitor : vârtejitor
amețitor : vârtejos
amețitor : năucitor
amețitor : uimitor
amețitor : uluitor
amețitor : zăpăcitor
amețitor : nebun
amețitor : tulburător
amețitor : îmbătător
amfiartroză : articulație
amfineură : amfineurian
amigdalită : gâlci
amin : interj
aminti : arăta
aminti : indica
aminti : menționa
aminti : pomeni
aminti : semnala
aminti : semnaliza
aminti : memora
aminti : prenumi
aminti : atinge
aminti : într-un
aminti : evoca
aminti : redeștepta
aminti : vremurile
amintire : minte
amintire : astăzi
amintire : suvenir
amintire : grecism
amintire : promit
amintire : memorie
amintire : rămas
amintire : toate
amintire : aceste
amintire : pamente
amintire : ridicat
amintirea : minte
amintirea : astăzi
amintirea : suvenir
amintirea : grecism
amintirea : promit
amintirea : memorie
amintirea : rămas
amintirea : toate
amintirea : aceste
amintirea : pamente
amintirea : ridicat
amintit : arăta
amintit : indica
amintit : menționa
amintit : pomeni
amintit : semnala
amintit : semnaliza
amintit : memora
amintit : prenumi
amintit : atinge
amintit : într-un
amintit : evoca
amintit : redeștepta
amintit : vremurile
amitoză : sciziparitate
amitoză : diviziune
amnar : oțele
amnar : pentru
amnar : aprinderea
amnar : pochiheci
amnar : războiul
amnar : colțar
amnar : stâlpul
amnar : colțul
amnări : chercheli
amnări : îmbăta
amnărire : chercheli
amnărire : îmbăta
amnărit : băut
amnărit : cherchelit
amnărit : îmbătat
amoniac : spirt-de-țipirig
amoraș : putto
amorez : concubin
amorez : iubit
amorf : inform
amorf : necristalin
amoros : galant
amoros : sentimental
amorti : insensibiliza
amorti : țesutul
amorti : înțepeni
amorti : paraliza
amorțeală : toropire
amorți : insensibiliza
amorți : țesutul
amorți : înțepeni
amorți : paraliza
amorțire : insensibiliza
amorțire : țesutul
amorțire : înțepeni
amorțire : paraliza
amorțit : înțepenit
amorțit : dreven
amorțit : toropit
amphibia : floare-de-leac
amphibia : boglar
amphibia : piciorul-cocoșului
amphibia : munte
amplasa : așeza
amplasa : plasa
amplasa : situa
amplasa : stabili
amplasa : uzina
amplasa : apropiere
amplasament : așezare
amplasament : poziție
amplasament : situare
amplasament : situație
amplasament : așezământ
amplasament : pusăciune
amplasament : pusoare
amplasament : potrivit
amplasament : pentru
amplasare : așezare
amplasare : fixare
amplasare : plasare
amplasare : situare
amplasare : stabilire
amplasare : noului
amplasare : obiectiv
amplasare : într-un
amplasat : așeza
amplasat : plasa
amplasat : situa
amplasat : stabili
amplasat : uzina
amplasat : apropiere
amplifica : intensifica
amplifica : întări
amplifica : mări
amplifica : valoarea
amplifica : mărimi
amplificare : amplificație
amplificare : intensificare
amplificare : întărire
amplificare : mărire
amplificare : potențare
amplificare : mărimi
amplificat : crescut
amplificat : intensificat
amplificat : întărit
amplificat : mărit
amplificat : potențat
amplificat : sporit
amplificat : valoare
amploiat : impiegat
amplu : bogat
amplu : cuprinzător
amprenta : calitate
amprenta : caracter
amprenta : însușire
amprenta : întipărire
amprenta : particularitate
amprenta : proprietate
amprenta : specific
amprenta : tipar
amprentă : calitate
amprentă : caracter
amprentă : însușire
amprentă : întipărire
amprentă : particularitate
amprentă : proprietate
amprentă : specific
amprentă : tipar
amputa : tăia
amputare : amputație
amputare : tăiere
amputat : tăia
amuletă : talisman
amuletă : franțuzism
amuletă : porte-bonheur
amuletă : advar
amuletă : baier
amuzament : distracție
amuzant : comic
amuzant : hazliu
amuzant : nostim
amuzant : vesel
amuzant : ilariant
amuzant : întâmplare
amuzant : haios
amuzant : chestie
amygdalus : badim
amâna : tămânda
amâna : remite
amâna : încetini
amâna : întârzia
amâna : producerea
amâna : lungi
amâna : tărăgăna
amâna : tergiversa
amâna : temporiza
amâna : rezolvarea
amâna : lăsa
amânare : tămândare
amânare : încetinire
amânare : întârziere
amânare : producerii
amânare : tărăgănare
amânare : tergiversare
amânare : temporizare
amânare : tergiversațiune
amânare : rezolvării
amânat : tămânda
amânat : remite
amânat : încetini
amânat : întârzia
amânat : producerea
amânat : lungi
amânat : tărăgăna
amânat : tergiversa
amânat : temporiza
amânat : rezolvarea
amânat : lăsa
amândoi : ambii
amândoi : venit
amână : tămânda
amână : remite
amână : încetini
amână : întârzia
amână : producerea
amână : lungi
amână : tărăgăna
amână : tergiversa
amână : temporiza
amână : rezolvarea
amână : lăsa
amăgi : ademeni
amăgi : atrage
amăgi : ispiti
amăgi : seduce
amăgi : tenta
amăgi : aromi
amăgi : năpăstui
amăgi : îmbia
amăgire : iluzie
amănunt : amplu
amănunt : detaliat
amănunțit : amplu
amănunțit : detaliat
amănunțit : dezvoltat
amănunțit : amănunt
amănunțit : relatare
amănunțit : atent
amănunțit : meticulos
amănunțit : migălos
amănunțit : minuțios
amănunțit : riguros
amănunțit : scrupulos
amănunțit : serios
amănunțit : scump
amănunțit : cercetare
amănunțit : îndeaproape
amăreală : amărăciune
amărât : nenorocit
amărât : prăpădit
amărât : pârlit
amărât : funcționar
an : veleat
an : bisextil
an : visect
an : vreme
anacronic : anacronistic
anacronic : situație
anaerob : anaerobiotic
anaerobioză : forma
anaerobioză : organismelor
anafură : împarte
anafură : credincioșilor
anagallis : focșor
anagallis : gonitoare
anagallis : ochișor
anagallis : scânteie
anagallis : buruiana-bureților
anagallis : soponelul-calului
anagallis : atârnătoare
anagallis : cheița-raiului
anagnost : proveneau
anagnost : dintre
anagnost : sclavii
anagrama : numelui
anagramă : numelui
anagyroides : acățar
anagyroides : liliac
anagyroides : păsuiele
anagyroides : vacație
anagyroides : lemn-alb
anagyroides : băgrin
anagyroides : dafin
anagyroides : pănar
anagyroides : bobițel
anagyroides : lemnul-bobului
anagyroides : grozamă-mare
anagyroides : salcâm-boieresc
anagyroides : fructicosa
analcid : hexaclorciclohexan
analecte : crestomație
analfabet : neștiutor
analfabet : carte
analiza : cerceta
analiza : examina
analiza : investiga
analiza : studia
analiza : urmări
analiza : considera
analiza : medita
analiza : privi
analiza : socoti
analiza : explora
analiza : scărmăna
analiza : cauzele
analiza : comenta
analiza : explica
analiza : interpreta
analiza : tâlcui
analiza : întoarce
analiza : descifra
analizare : comentare
analizare : explicare
analizare : interpretare
analizare : tâlcuire
analizat : cerceta
analizat : examina
analizat : investiga
analizat : studia
analizat : urmări
analizat : considera
analizat : medita
analizat : privi
analizat : socoti
analizat : explora
analizat : scărmăna
analizat : cauzele
analizat : comenta
analizat : explica
analizat : interpreta
analizat : tâlcui
analizat : întoarce
analizat : descifra
analiză : analizare
analiză : cercetare
analiză : examen
analiză : examinare
analiză : investigare
analiză : investigație
analiză : studiere
analiză : studiu
analiză : cercare
analiză : răspicare
analiză : explorare
anapoda : aiurea
anapoda : prost
anapoda : brambura
anapoda : mergeau
anapoda : alandala
anarhist : libertar
anarhosindicalism : sindicalism
anason : anason-franțuzesc
anason : anisatum
anason : anason-stelat
anason : badian
anastigmatic : anastigmat
anastigmatic : fotografic
anatas : octaedrit
ancheta : cerceta
ancheta : instrui
ancheta : instrumenta
anchetat : cerceta
anchetat : instrui
anchetat : instrumenta
anchetă : anchetare
anchetă : cercetare
anchetă : instruire
anchetă : instrumentare
anchetă : rusism
anchiloza : înțepeni
anchiloza : prinde
anchilozat : înțepenit
anchilozat : prins
anchilozat : articulațiile
anchiloză : anchilozare
anchiloză : înțepenire
anchiloză : prindere
anchusa : officinalis
anchusa : roșii
anchusa : limba-boului
ancie : instrument
ancorare : ancoraj
andivă : cicoare
andrea : cârlig
andrea : pentru
andrea : plase
androginie : pseudohermafroditism
androsace : lăptic
androsace : laptele-stâncii
anecdotă : spirit
anecdotă : polojenie
anemic : redus
anestezia : rahianestezie
anesteziat : rahianestezie
anestezic : anesteziant
anestezie : rahianestezie
anesteziere : rahianestezie
anestezist : narcotizator
aneurină : vitamina
anevoie : restituit
anevoință : greutate
anevoință : impas
anevoință : impediment
anevoință : inconvenient
anevoință : neajuns
anevoință : nevoie
anevoință : obstacol
anevoință : opreliște
anevoios : dificil
anevoios : delicat
anevoios : ingrat
anevoios : misiune
anevoios : greoi
anevoios : astăzi
anevoios : silnic
anevoios : mizerabil
anevoios : necăjit
anevoios : prost
anevoios : necăjos
anevoios : aspru
anevoios : spinos
anexa : alătura
anexa : memoriu
anexa : actele
anexa : alipi
anexa : încorpora
anexa : întrupa
anexa : teritoriu
anexare : alipire
anexare : anexiune
anexare : încorporare
anexare : teritoriu
angaja : băga
angaja : încadra
angaja : primi
angaja : năimi
angaja : într-un
angaja : intra
angaja : tocmi
angaja : învoi
angaja : merge
angaja : prinde
angaja : apuca
angaja : făgădui
angaja : îndatora
angaja : însărcina
angaja : obliga
angaja : promite
angaja : jurui
angaja : adeveri
angajament : asigurare
angajament : cuvânt
angajament : legământ
angajament : promisiune
angajament : astăzi
angajament : promitere
angajament : sfătuit
angajament : turcism
angajament : ținut
angajament : îndatorire
angajament : obligație
angajare : încadrare
angajare : numire
angajare : primire
angajare : făcut
angajare : intrare
angajat : salariat
angajat : năimit
angajat : lefegiu
angajat : supus
angajat : personal
anghelică : angelica
anghilă : anguilla
anghilă : țipar
anghinare : scolim
anghinare : carciofoi
angiom : vascular
anglofil : angloman
anglofilie : anglomanie
angrosist : toptangiu
angustifolia : spichinat
angustifolia : șpic
angustifolia : levant
angustifolia : aspic
angustifolium : angustifolium
angustifolium : zburătoare
angustifolius : moțoc
angustifolius : cucui
angustifolius : vestul
angustifolius : pupui
angustifolius : țuluc
angustifolius : creasta-cocoșului
angustifolius : nasul-curcanului
angustifolius : știr
anhidridă : carbon
anhidridă : bioxid
anhidridă : fosfor
anihila : anula
anihila : contracara
anihila : împiedica
anihila : neutraliza
anihila : zădărnici
anihila : efectele
anihila : nefaste
anihila : paraliza
anihila : orice
anihilare : anulare
anihilare : contracarare
anihilare : împiedicare
anihilare : neutralizare
anihilare : zădărnicire
anihilare : efectelor
anihilare : negative
anihilat : anula
anihilat : contracara
anihilat : împiedica
anihilat : neutraliza
anihilat : zădărnici
anihilat : efectele
anihilat : nefaste
anihilat : paraliza
anihilat : orice
anilină : aminobenzen
animal : dobitoc
animal : necuvântător
animal : vietate
animal : viețuitoare
animal : dihanie
animal : săzdanie
animal : suflare
animal : zidire
animaliculist : spermatist
animat : sexuat
animat : genul
animat : discuție
animator : însuflețitor
animator : suflet
animator : întregii
animație : antren
animație : însuflețire
animație : vioiciune
animație : vivacitate
animație : petrecere
anin : apuca
anin : atârna
anin : prinde
anin : spânzura
anin : suspenda
anina : apuca
anina : atârna
anina : prinde
anina : spânzura
anina : suspenda
aninare : agățat
aninare : atârnare
aninare : atârnat
aninare : prindere
aninare : prins
aninare : spânzurare
aninare : spânzurat
aninat : atârnat
aninat : spânzurat
aninaș : liliac-de-munte
anină : apuca
anină : atârna
anină : prinde
anină : spânzura
anină : suspenda
aninătoare : atârnătoare
anion : negativ
anion : anion
anion : macromolecular
anisatum : anason-franțuzesc
anisatum : anisatum
anisatum : anason-stelat
anisatum : badian
anisian : virglorian
anisol : metoxibenzen
anisol : fenilmetilic
aniversa : celebra
aniversa : prăznui
aniversa : sărbători
aniversa : serba
aniversa : ține
aniversa : prăznici
aniversa : secol
aniversare : celebrare
aniversare : prăznuire
aniversare : sărbătorire
aniversare : serbare
aniversare : secol
aniversare : nașterii
aniversară : celebra
aniversară : prăznui
aniversară : sărbători
aniversară : serba
aniversară : ține
aniversară : prăznici
aniversară : secol
aniversat : celebra
aniversat : prăznui
aniversat : sărbători
aniversat : serba
aniversat : ține
aniversat : prăznici
aniversat : secol
anizotrop : eolotrop
anizotropie : eolotropie
annotinum : brădișor
annotinum : ploșnicar
annua : șivoi
annua : levcoaie-roșie
annua : vioară-roșie
annua : viorea-roșie
annua : pruvireag
annuum : piper
anod : pozitiv
anomalie : cusur
anomalie : defect
anonim : necunoscut
anonim : neidentificat
anonim : neștiut
anonim : nesemnat
anorganic : mineral
anorganic : neorganic
anormal : nefiresc
anormal : nenormal
anormal : neobișnuit
anormal : situație
anosti : sătura
anostire : sătura
anostit : sătura
anotimp : sezon
anotimp : stagiune
anotimp : patru
anotimp : anotimpuri
ansamblu : întreg
ansamblu : totalitate
ansamblu : elemente
ansamblu : alcătuiesc
ansamblu : colectiv
ansamblu : formație
anseriformă : palmiped
antagonist : antagonic
antagonist : potrivnic
antebraț : pulpa
antebraț : mâinii
antennaria : flocoșele
antennaria : părălei
antennaria : siminoc
antennaria : floarea-patului
antennaria : laba-mâții
antennaria : scânteiuță-de-munte
antennaria : sunătoare-de-munte
antennaria : talpa-mâței
antennaria : talpa-pisicii
antep : vișin
anterior : local
anterior : dinainte
anterior : temporal
anterior : precedent
anterior : premergător
anterior : trecut
anterior : precezător
anteriu : mintie
anteriu : libadea
antero : polinie
anteră : polinie
antevorbitor : preopinent
anthemis : mărariul-câinelui
anthericum : păinjenel
anthericum : limba-păsării
anthoxanthum : iarbă-mirositoare
anthozoa : coralier
anthyllis : renoloare
anthyllis : iarba-ranei
anthyllis : trifoiul-racului
antibioză : antagonism
antibioză : microbian
antic : vechi
antic : lumea
anticariat : anticărie
antichitate : vechime
antichitate : străvechime
antichitate : vechie
anticipat : prealabil
anticipat : preliminar
anticipat : premergător
anticipat : condiție
anticipație : anticipare
anticoncepțional : anticonceptiv
anticoncepțional : contraceptiv
anticongelant : aditiv
anticongelant : depresant
antică : vechi
antică : lumea
antidemocratic : antidemocrat
antidiareic : constipant
antidiareic : strângător
antidot : contravenin
antidot : antifarmac
antidot : pentru
antihelmintic : vermifug
antiintelectualism : iraționalism
antiluetic : antisifilitic
antiluetic : spirocid
antimalaric : antipaludic
antimonarhic : antimonarhist
antimonarhic : contramonarhist
antimoniat : hexahidroxiantimoniat
antimoniu : stibiu
antimoniu : sârmea
antioxidant : antioxigen
antioxidant : inhibitor
antioxidant : oxidare
antipatic : dezagreabil
antipatic : neplăcut
antipatic : nesuferit
antipatic : respingător
antipatic : scârbos
antipatie : aversiune
antipatie : ostilitate
antipatie : pornire
antipatie : repulsie
antipatie : resentiment
antipatie : resimțământ
antipirină : folosește
antipirină : împotriva
antireformist : contrareformist
antiser : specific
antispasmodic : antispastic
antispasmodic : spasmolitic
antist : epitrop
antitanc : anticar
antitetanic : antitetanos
antitetic : contrar
antiteză : opoziție
antitotalitar : antitotalitarist
antologie : florilegiu
antologie : poezie
antonică : aromaticum
antonică : borșer
antonică : crastavan
antonică : laba-gâștii
antonomază : antonomasie
antozoar : coralier
antrax : cărbune
antrax : dalac
antrax : armurare
antrax : răsfug
antrax : talan
antrax : sânge
antrax : pripit
antrax : spurcat
antrax : serpengea
antrena : împinge
antrena : acțiuni
antrena : ambala
antrena : aprinde
antrena : înfierbânta
antrena : înflăcăra
antrenat : împinge
antrenat : acțiuni
antrenat : ambala
antrenat : aprinde
antrenat : înfierbânta
antrenat : înflăcăra
antrenor : portsatelit
antreprenor : rusism
antreprenor : podreadcic
antreprenor : lucrări
antrepriză : podrad
antricot : cotlet
antricot : tarac
antropogeneză : antropogenie
antropogeneză : dezvoltarea
antropogeografie : geografia
antropogeografie : populației
antropogeografie : geografie
antropoid : antropomorf
antropoide : antropomorf
antropoidă : antropomorf
antroponim : antroponimic
antroponimic : antroponomastic
antroponimie : numele
anturaj : companie
anturaj : societate
anturaj : tovărășie
anturaj : grecism
anturaj : sinanstrofie
anturaj : petrecut
anturaj : agreabile
anula : ridica
anula : orice
anula : elimina
anula : înlătura
anula : scoate
anula : suprima
anula : șterge
anula : tăia
anula : ștricui
anula : rând
anula : fragment
anula : dintr-un
anulare : desființare
anulare : ridicare
anulare : restricții
anulare : eliminare
anulare : îndepărtare
anulare : înlăturare
anulare : scoatere
anulare : suprimare
anulare : ștergere
anulare : tăiere
anulare : rând
anulare : dintr-un
anulare : concr
anulare : într-un
anulat : eliminat
anulat : înlăturat
anulat : suprimat
anulat : șters
anulat : tăiat
anulat : paragraf
anulat : rând
anume : dinadins
anume : expres
anume : intenționat
anume : înadins
anume : special
anume : procedat
anume : acest
anume : specialmente
anumit : anume
anumit : aparte
anumit : osebit
anumit : special
anumit : cunoscut
anumit : determinat
anumit : fixat
anumit : precizat
anumit : rânduit
anumit : specificat
anumit : stabilit
anumit : statornicit
anumit : oarecare
anumit : oarecine
anunț : înștiințare
anunț : placat
anunț : afipt
anunț : publicație
anunț : indica
anunța : comunica
anunța : transmite
anunța : vesti
anunța : porunci
anunța : sosirea
anunța : publica
anunța : publicarisi
anunța : publicălui
anunța : publicui
anunțare : comunicare
anunțare : vestire
anunțare : sosirii
anunțare : încunoștințare
anunțare : înștiințare
anunțare : publicare
anunțare : publicație
anunțare : publicuire
anunțat : comunica
anunțat : transmite
anunțat : vesti
anunțat : porunci
anunțat : sosirea
anunțat : publica
anunțat : publicarisi
anunțat : publicălui
anunțat : publicui
anunțător : vestitor
anunțător : ~oarele
anurie : bolile
anvergură : calibru
anxietate : îngrijorare
anxietate : neliniște
aoleu : interj
aoli : căina
aoli : jelui
aoli : lamenta
aoli : plânge
aoli : tângui
aoli : văicări
aolire : căina
aolire : jelui
aolire : lamenta
aolire : plânge
aolire : tângui
aolire : văicări
aorto : cârja
aorto : aortei
aortă : cârja
aortă : aortei
aparat : instrument
aparat : pentru
aparat : curățat
aparat : circular
aparat : cardiovascular
aparat : aparat
aparatură : aparataj
apare : arăta
apare : vedea
apare : zări
apare : italienism
apare : spunta
apare : săptămânile
apare : sfeti
apare : mijloci
apare : înfiripa
apare : înflori
apare : naște
apare : zâmbet
apare : revela
apare : dezveli
apare : splendoarea
apare : slomni
apare : declara
apare : publica
apare : tipări
aparent : părelnic
aparent : părut
aparență : părere
aparență : părut
aparine : cornățel
aparine : lipici
aparine : scaimărunt
aparine : eupatoria
aparine : coada-racului
apariție : ivire
apariție : producere
apariție : încolțire
apariție : înfiripare
apariție : naștere
apariție : publicare
apariție : tipărire
apartament : odaie
aparte : separat
aparte : deosebit
aparte : distinct
aparte : special
aparte : capitol
aparte : particular
aparte : specific
aparte : generis
aparte : individual
aparte : neobișnuit
aparte : singular
aparte : insolit
apartenență : acestui
apartinic : apartid
apartinic : apartidic
aparține : depinde
aparține : ține
aparținea : depinde
aparținea : ține
aparținere : depinde
aparținere : ține
apel : chemare
apel : lansat
apel : către
apel : strigare
apelpisi : deznădăjdui
apelpisire : deznădăjdui
aperitiv : gustare
aperitiv : mezelic
apicultor : albinar
apicultor : prisăcar
apicultor : stupar
apicultor : mierar
apicultor : creșterea
apicultură : albinărie
apicultură : albinărit
apicultură : prisăcărie
apicultură : prisăcărit
apicultură : stupărie
apicultură : stupărit
apionină : piocten
apium : seler
apium : țeler
apium : achiu
aplana : înlătura
aplana : pacifica
aplanare : înlăturare
aplanare : pacificare
aplanare : dezamorsare
aplanat : înlătura
aplanat : pacifica
aplauda : plăsa
aplaudare : plăsa
aplaudat : plăsa
aplaude : plăsa
aplauze : aplaudări
apleca : atârna
apleca : cădea
apleca : culca
apleca : curba
apleca : înclina
apleca : încovoia
apleca : îndoi
apleca : lăsa
apleca : pleca
apleca : povedi
apleca : poligni
apleca : închina
apleca : ciumurlui
apleca : mâncat
aplecare : culcare
aplecare : culcat
aplecare : curbare
aplecare : înclinare
aplecare : încovoiere
aplecare : îndoire
aplecare : plecare
aplecare : crengilor
aplecare : încărcate
aplecat : curbat
aplecat : înclinat
aplecat : încovoiat
aplecat : îndoit
aplecat : lăsat
aplecat : plecat
aplecat : polignit
aplecat : crengile
aplecat : șoldit
aplecat : șoldiu
aplecate : curbat
aplecate : înclinat
aplecate : încovoiat
aplecate : îndoit
aplecate : lăsat
aplecate : plecat
aplecate : polignit
aplecate : crengile
aplecate : șoldit
aplecate : șoldiu
aplecuș : muchie
aplecuș : pripor
aplecăciune : aplicație
aplecăciune : aptitudine
aplecăciune : atracție
aplecăciune : chemare
aplecăciune : înclinare
aplecăciune : înclinație
aplecăciune : înzestrare
aplecăciune : pornire
aplecăciune : predilecție
aplecăciune : predispoziție
aplecăciune : talent
aplica : folosi
aplica : utiliza
aplica : practica
aplica : prinde
aplicare : aplicație
aplicare : folosire
aplicare : întrebuințare
aplicare : utilizare
aplicare : punere
aplică : folosi
aplică : utiliza
aplică : practica
aplică : prinde
apofonie : ablaut
apofonie : între
apofonie : vocalele
apoftegmă : cugetare
apoftegmă : dicton
apoftegmă : maxima
apogeu : culme
apogeu : culminație
apogeu : zenit
apogeu : aflat
apologet : panegirist
apologet : apologist
apologetic : panegiric
apologetic : discurs
apologetică : panegiric
apologetică : discurs
apologie : panegiric
apometru : contor
apometru : consumul
apoplectic : damblagiu
apoplexie : ictus
apoplexie : apoplectic
apoplexie : dambla
apoplexie : cataroi
apoplexie : șlag
aporie : incertitudine
aporie : neîncredere
aporie : scepticism
apos : puhav
apos : toplicios
apos : teren
apos : moale
apos : neconsistent
apos : subțire
apos : mâncare
aposeris : foetida
aposeris : salata-câinilor
apostat : răzvrătit
apostat : rebel
apostat : renegat
apostol : ucenic
apostol : praxiu
apostol : praxapostol
apostol : carte
apostolat : apostolie
apostolat : ucenicilor
apostoli : ucenic
apostoli : praxiu
apostoli : praxapostol
apostoli : carte
apostolic : apostolesc
apostolic : apostolicesc
apostolul : ucenic
apostolul : praxiu
apostolul : praxapostol
apostolul : carte
apostrofare : certare
apoteoza : cânta
apoteoza : diviniza
apoteoza : elogia
apoteoza : glorifica
apoteoza : lăuda
apoteoza : mări
apoteoza : omagia
apoteoza : preamări
apoteoza : slăvi
apoteoza : proslăvi
apoteozare : cânta
apoteozare : diviniza
apoteozare : elogia
apoteozare : glorifica
apoteozare : lăuda
apoteozare : mări
apoteozare : omagia
apoteozare : preamări
apoteozare : slăvi
apoteozare : proslăvi
apoteozat : cânta
apoteozat : diviniza
apoteozat : elogia
apoteozat : glorifica
apoteozat : lăuda
apoteozat : mări
apoteozat : omagia
apoteozat : preamări
apoteozat : slăvi
apoteozat : proslăvi
apoteoză : elogiere
apoteoză : glorificare
apoteoză : lăudare
apoteoză : mărire
apoteoză : preamărire
apoteoză : preaslăvire
apoteoză : proslăvire
apozițional : apozitiv
applanatum : văcălie
applanatum : trunchiul
aprecia : calcula
aprecia : potrivi
aprecia : socoti
aprecia : prețui
aprecia : gusta
aprecia : spectacol
aprecia : cinsti
aprecia : considera
aprecia : onora
aprecia : respecta
aprecia : stima
aprecia : respectarisi
aprecia : respectălui
aprecia : respectui
aprecia : aviza
aprecia : favorabil
apreciabil : considerabil
apreciabil : important
apreciabil : însemnat
apreciabil : cantitate
apreciat : prețuit
apreciat : gustat
apreciat : spectacol
apreciere : atenție
apreciere : cinste
apreciere : cinstire
apreciere : considerație
apreciere : onoare
apreciere : prețuire
apreciere : respect
apreciere : trecere
apreciere : rating
apreciere : lefterie
apreciere : grecism
apreciere : sevas
apreciere : credit
apreciere : opinie
apreciere : părere
apreciere : verdict
apreciere : nerăbdare
apret : șterc
apret : pentru
apreta : scrobi
apreta : aspri
apreta : mânji
apreta : crohmăli
apretare : scrobire
apretare : scrobit
apretare : crohmălire
apretat : scrobit
apretură : scrobire
apriat : evident
apriat : inteligibil
aprilie : prier
aprindere : ațâțare
aprindere : facere
aprins : înflăcărat
aprinsură : tumefacție
aprinzeală : friguri
aprioric : transcendental
apriorism : transcendentalism
aproape : colea
aproba : accepta
aproba : admite
aproba : pleca
aproba : îngădui
aproba : învoi
aproba : lăsa
aproba : permite
aproba : primi
aproba : concede
aproba : subscrie
aproba : prinde
aproba : pozvoli
aproba : aprobălui
aproba : mulțumi
aproba : ogodi
aproba : postul
aproba : vacant
aprobare : acceptare
aprobare : admitere
aprobare : consimțire
aprobare : încuviințare
aprobare : scoaterii
aprobare : concurs
aprobare : verde
aprobare : primit
aprobare : pentru
aprobat : acceptat
aprobat : admis
aprobativ : aprobator
aprobălui : admite
aprobălui : aproba
aprobălui : îndupleca
aprobălui : îngădui
aprobălui : învoi
aprobălui : lăsa
aprobălui : permite
aprobăluire : admite
aprobăluire : aproba
aprobăluire : îndupleca
aprobăluire : îngădui
aprobăluire : învoi
aprobăluire : lăsa
aprobăluire : permite
aprobăluit : admite
aprobăluit : aproba
aprobăluit : îndupleca
aprobăluit : îngădui
aprobăluit : învoi
aprobăluit : lăsa
aprobăluit : permite
aprofunda : adânci
aprofundare : adâncire
aprofundat : adânci
apropia : strânge
apropiat : strâns
apropiat : intim
apropiere : local
apropiere : împrejur
apropiere : vecinătate
apropiere : proximitate
apropiere : meleag
apropiere : prejmuire
apropiere : prejmet
apropria : atribui
apropria : cuvine
apropriat : atribui
apropriat : cuvine
apropriere : atribuire
apropriere : însușire
apropriere : lucru
apropriere : cuvine
aproviziona : chivernisi
aproviziona : proviziona
aproviziona : pentru
aprovizionare : chivernisi
aprovizionare : proviziona
aprovizionare : pentru
aprovizionat : chivernisi
aprovizionat : proviziona
aprovizionat : pentru
aproximare : aproximație
aproximativ : aproape
aproximativ : circa
aproximativ : pregiur
aproximativ : trecut
aproximație : tahmin
aprumut : împrumuta
aprumut : îndatora
aprumuta : împrumuta
aprumuta : îndatora
aprumutare : împrumuta
aprumutare : îndatora
aprumutat : împrumuta
aprumutat : îndatora
apt : capabil
apt : convenabil
apt : potrivit
apt : susceptibil
apt : pentru
apt : anumit
aptitudine : plecare
aptitudine : aplicație
aptitudine : atracție
aptitudine : chemare
aptitudine : înclinare
aptitudine : înclinație
aptitudine : înzestrare
aptitudine : pornire
aptitudine : predilecție
aptitudine : predispoziție
aptitudine : talent
aptitudine : vocație
aptitudine : propensiune
aptitudine : tragere
aptitudine : aplecăciune
aptitudine : demonstrat
aptitudine : pentru
apuca : prinde
apuca : îndrepta
apuca : merge
apuca : orienta
apuca : pleca
apuca : porni
apuca : îndruma
apuca : purcede
apuca : purta
apuca : năzui
apuca : arădui
apuca : drumul
apuca : vedea
apuca : cuprinde
apucat : dement
apucat : descreierat
apucat : nebun
apucat : smintit
apune : dispărea
apune : pieri
apune : pleca
apune : declina
apune : scădea
apune : scăpăta
apune : culca
apune : înclina
apune : scufunda
apune : spatele
apunere : asfințire
apă : colonie
apă : odicolon
apă : borviz
apă : borcut
apă : peroxid
apă : hidrogen
apăra : ocroti
apăra : păzi
apăra : proteja
apăra : prezerva
apăra : salvgarda
apăra : astăzi
apăra : scuti
apăra : oblădui
apăra : ocoli
apăra : veghea
apăra : acoperi
apăra : grecism
apăra : diafendisi
apăra : împotriva
apăra : ține
apăra : vreme
apăra : sprijini
apăraie : apărie
apăraie : lăcăraie
apăraie : lăcărie
apărare : ferire
apărare : ocrotire
apărare : păzire
apărare : protejare
apărare : salvgardare
apărare : oblăduire
apărare : țării
apărare : protecție
apărare : sprijin
apărare : apărământ
apărare : scutire
apărare : împotriva
apărare : asigurare
apărare : securitate
apărare : susținere
apărare : prezervare
apărare : prezervație
apărea : arăta
apărea : vedea
apărea : zări
apărea : italienism
apărea : spunta
apărea : săptămânile
apărea : sfeti
apărea : mijloci
apărea : înfiripa
apărea : înflori
apărea : naște
apărea : zâmbet
apărea : revela
apărea : dezveli
apărea : splendoarea
apărea : slomni
apărea : declara
apărea : publica
apărea : tipări
apărere : arăta
apărere : vedea
apărere : zări
apărere : italienism
apărere : spunta
apărere : săptămânile
